ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination,Destination,FlightNo,DepartureHr,DepartureMn,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income,MileageAirline,Mileage,FrequentDestination1,FrequentDestination2,FrequentDestination3,FrequentDestination4,FrequentDestination5,FrequentDestination6,FrequentDestination7,MileageAirline1,MileageAirline2,MileageAirline3,MileageAirline4,MileageAirline5
98,1,2,30,2,1,1,5,2,4,2,1,1,3,OZ751,16,10,2,2,75,2,8,14e3,40,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
99,1,4,49,1,1,1,4,2,8,1,0,1,3,7C2203,20,40,3,3,NA,1,5,2700,40,3,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
100,1,1,50,2,1,1,7,2,2,2,0,1,3,KE659,20,20,3,1,NA,1,5,NA,30,9,4,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
101,1,4,52,2,1,4,99,0,8,2,0,1,3,5J195,21,35,4,1,27,1,6,15e3,100,9,1,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
102,1,4,54,2,1,1,5,26,3,1,2,1,3,7C2201,20,NA,3,1,3,2,2,2500,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
103,1,2,55,2,1,1,6,4,1,1,0,1,1,OZ749,20,10,3,1,NA,2,5,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
104,1,1,60,2,1,1,5,2,3,2,1,1,3,KE659,20,20,3,1,NA,1,6,NA,NA,11,1,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
105,1,1,62,1,1,1,5,2,3,2,1,1,3,KE659,20,20,3,1,NA,1,6,NA,120,11,1,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
106,1,4,64,2,1,1,5,26,3,1,2,1,3,7C2201,20,0,3,1,3,2,2,2500,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
107,1,3,27,2,1,1,5,4,1,2,4,1,3,LJ001,17,20,2,1,60,1,6,15e3,60,12,2,1,24e3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
108,1,3,25,2,1,1,5,4,1,2,0,2,3,LJ001,17,20,2,1,53,1,6,13e3,60,3,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
109,1,3,24,2,1,1,5,1,3,2,2,1,3,ZE511,17,30,2,1,50,1,6,12e3,100,2,4,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
110,1,3,28,1,1,1,6,2,1,2,2,5,3,ZE511,17,30,2,1,23,1,6,14e3,60,2,7,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
111,1,3,29,1,1,1,3,3,2,2,1,1,3,7C2301,19,35,3,1,30,1,5,NA,NA,2,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
112,1,2,25,2,1,1,3,12,1,1,0,7,3,OZ757,20,20,3,1,NA,1,6,15e3,160,5,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
113,1,1,39,1,1,2,9,1,3,2,1,2,4,KE655,11,30,3,1,100,2,8,3e3,60,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
114,1,4,30,1,1,2,2,1,6,2,3,1,3,CX411,15,15,2,1,60,3,2,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
115,1,3,36,1,1,1,3,3,2,2,3,3,3,7C2301,19,35,3,1,30,2,3,1100,NA,12,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
116,1,1,31,1,1,1,5,1,1,2,0,"1,4",3,KE687,19,0,3,1,62,1,6,1e4,60,2,4,1,8e3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
117,1,3,30,1,1,1,4,3,1,2,2,3,3,7C2301,19,35,3,2,NA,2,8,NA,90,2,5,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
118,1,1,36,1,1,2,150,0,5,2,3,4,4,KE061,21,35,4,1,150,2,2,4600,10,12,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
119,1,2,31,2,1,1,15,2,8,2,0,3,2,OZ178,21,0,4,1,NA,1,1,NA,NA,2,3,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
120,1,2,37,2,1,1,5,4,3,1,2,3,1,OZ0323,20,0,3,1,41,1,6,12e3,90,3,2,2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
121,1,1,43,1,1,2,9,2,3,2,1,"2,3",4,KE655,19,30,3,1,120,1,6,NA,NA,2,3,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
122,1,3,45,1,1,1,5,1,4,2,1,"1,2",3,7C2301,19,35,3,1,35,2,8,NA,NA,12,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
123,1,1,42,2,1,1,5,3,1,1,0,1,3,KE651,5,40,2,1,50,2,2,2400,10,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
124,1,2,44,1,1,4,10,0,1,2,2,1,3,OZ703,19,50,3,1,55,1,6,9e3,40,2,NA,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
125,1,4,55,1,1,2,5,1,8,2,2,2,1,CX419,20,5,3,1,NA,1,6,NA,NA,2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
126,1,4,52,1,1,2,5,1,2,2,3,2,1,CX419,20,5,3,1,NA,1,5,NA,NA,2,4,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
127,1,1,50,1,1,1,365,2,8,1,0,2,2,KE719,20,55,3,1,NA,1,9,NA,NA,2,NA,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
128,1,4,69,2,1,1,12,2,1,2,2,1,4,NA,22,0,4,2,NA,1,1,NA,60,9,7,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
129,1,1,30,1,1,1,6,2,1,1,4,5,4,KE629,18,0,3,1,NA,1,2,11e3,30,2,3,1,3e3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
130,1,2,30,2,1,1,6,2,1,2,0,7,3,OZ709,20,20,3,1,NA,1,3,NA,NA,2,3,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
131,1,2,32,1,1,1,6,2,1,2,1,7,3,OZ709,20,20,3,1,NA,1,3,NA,NA,2,3,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
132,1,4,47,2,1,1,4,2,8,1,0,1,3,7C2203,20,40,3,3,NA,1,5,2700,40,9,NA,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
133,1,1,47,2,1,1,6,2,8,2,0,7,3,KE623,20,5,3,1,NA,3,5,NA,NA,2,4,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
134,1,2,47,2,1,1,4,4,1,1,1,1,3,OZ3195,20,30,3,1,NA,1,5,NA,NA,9,3,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
135,1,3,37,1,4,4,99,0,8,2,1,1,3,CJ003,21,40,4,1,65,2,1,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
136,1,4,24,2,1,1,5,2,1,2,2,"1,4,5",3,Z2,8,30,1,1,56,2,2,3300,10,12,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
137,1,1,33,1,2,2,10,2,1,2,4,"1,2,3",1,NA,7,45,3,2,NA,1,1,1e4,NA,1,2,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
138,1,1,30,1,1,2,7,1,3,1,9,6,3,KE631,20,35,3,1,53,1,9,35e4,80,12,3,1,7e4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
139,1,3,30,1,1,1,6,1,3,2,1,3,3,7C2203,20,40,3,1,40,1,6,1e4,60,2,3,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
140,1,1,50,2,1,1,7,2,3,2,2,1,3,NA,9,45,1,1,NA,1,1,NA,NA,3,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
141,1,1,35,1,1,2,6,2,1,2,0,1,4,KE6221,14,5,2,1,222,2,1,NA,15,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
142,1,2,43,1,1,4,6,7,5,2,2,1,3,NA,7,5,3,1,57,4,2,1e4,20,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
143,1,2,27,2,5,1,5,8,8,2,5,6,4,OZ601,8,10,3,1,14,1,5,NA,120,3,2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
144,1,3,32,1,1,1,5,1,5,2,1,5,3,NA,20,40,3,1,64,1,8,8e3,40,4,1,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
145,1,3,33,1,1,1,7,1,2,2,2,1,3,NA,19,35,3,1,30,1,8,8e3,NA,2,3,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
146,1,2,36,1,4,2,180,1,5,2,2,1,3,NA,19,15,3,1,NA,2,2,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
147,1,3,33,1,4,1,5,2,1,2,3,1,3,NA,21,40,4,1,50,1,6,15e3,60,2,3,1,3e4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
148,1,4,30,1,4,1,5,2,1,1,1,1,3,J195,21,35,4,1,30,2,1,7e3,40,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
149,1,4,29,1,4,1,6,2,2,2,1,1,3,J195,21,30,4,1,30,1,6,2300,30,5,5,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
150,1,2,22,1,4,3,150,0,4,2,0,1,3,NA,21,0,4,1,50,1,4,NA,NA,8,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
151,1,1,44,1,1,2,3,0,5,2,2,1,3,KE471,NA,NA,3,1,89,2,8,5e4,390,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
152,1,1,54,1,1,1,5,2,4,2,0,7,1,NA,21,NA,4,1,NA,1,7,6800,65,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA
153,1,2,40,2,1,1,5,2,1,2,0,1,3,OZ747,19,50,3,1,NA,2,5,1050,25,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
154,1,2,42,1,1,1,5,2,1,2,1,1,3,OZ747,19,50,3,1,NA,1,7,6900,40,12,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
155,1,4,44,1,5,1,10,1,8,2,2,4,4,NA,16,50,2,2,50,1,8,NA,NA,1,6,1,2e5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
156,1,1,31,2,1,2,5,1,1,2,5,5,3,NA,17,20,2,1,60,1,7,8e3,NA,2,4,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
157,1,1,21,1,1,1,9,0,1,2,2,1,3,NA,17,20,2,1,60,1,7,NA,NA,8,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
158,1,4,44,1,4,1,4,4,5,1,2,1,3,NA,18,0,3,1,50,1,8,56e3,NA,3,3,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
159,1,3,24,2,1,1,5,2,5,1,1,1,3,NA,20,5,3,1,NA,2,8,38e3,120,5,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
160,1,2,52,2,1,1,5,4,1,1,2,1,3,NA,17,0,2,1,70,1,2,9e3,15,8,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
161,1,3,71,2,5,1,7,3,1,2,2,5,3,NA,8,5,3,1,50,2,1,NA,NA,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
162,1,2,54,2,1,4,3,0,8,2,4,3,2,NA,6,50,3,1,50,1,2,NA,NA,9,7,2,1e5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
163,1,2,37,2,4,2,5,2,1,2,3,1,3,OZ2757,20,20,3,1,76,1,6,24e3,90,2,6,1,2e5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
164,1,2,37,1,1,2,60,1,3,2,10,2,1,OZ367,20,NA,3,1,30,2,3,1050,30,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
165,1,2,41,2,1,1,6,2,1,2,0,1,3,NA,7,55,3,1,36,1,2,2500,10,7,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
166,1,3,27,1,1,1,6,1,1,2,1,1,3,LJ015,19,20,3,1,40,1,6,11e3,20,1,2,1,5e3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
167,1,3,28,2,1,1,5,1,1,2,3,4,3,7C2302,19,35,3,1,31,2,3,1050,15,12,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
168,1,3,29,2,4,1,5,2,1,2,3,1,3,7C2302,19,35,3,1,31,1,2,4300,15,2,6,1,29434,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
169,1,1,56,2,3,1,8,2,8,2,1,3,2,KE0001,17,40,2,2,260,2,1,NA,NA,12,4,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
170,1,2,59,2,1,1,30,1,1,2,3,1,3,NA,19,10,3,1,50,2,2,1e4,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
171,1,1,30,2,1,1,6,3,1,2,2,"1,3",3,KE0051,17,40,2,1,50,1,6,15e3,NA,2,5,1,5e3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
172,1,1,28,2,4,1,6,2,5,2,1,1,3,KE631,8,35,3,1,45,2,8,24e3,110,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
173,1,1,21,2,1,3,10,0,8,2,3,2,1,KE895,19,15,3,1,45,1,2,14e3,35,8,6,1,9030,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
174,1,3,29,2,1,1,7,1,1,2,2,6,3,7C2301,19,35,3,1,56,2,2,2700,5,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
175,1,1,26,1,1,1,5,2,1,2,2,2,1,KE5885,16,33,2,1,28,2,1,NA,20,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
176,1,1,25,2,1,1,60,2,1,2,2,1,3,KE622,8,10,2,1,NA,2,2,5e3,15,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
177,1,4,37,2,1,1,10,1,1,2,3,5,3,PR469,20,45,3,1,53,2,5,1200,30,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
178,1,3,33,1,1,1,7,2,3,2,0,3,3,7C2301,19,35,3,1,56,2,3,2e3,60,12,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
179,1,3,34,NA,1,1,7,1,3,2,2,1,3,7C2401,21,55,4,1,53,2,3,2e3,60,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
180,1,3,35,2,1,1,5,2,1,2,1,1,3,7C2401,21,55,4,1,58,2,1,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
181,1,2,45,1,1,2,5,0,1,2,7,1,3,OZ6763,21,20,4,2,NA,1,6,15e3,70,1,6,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
182,1,4,41,1,1,1,10,0,1,2,3,5,3,PR469,20,45,3,1,53,2,5,1200,30,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
183,1,1,47,1,1,1,16,0,1,2,3,1,3,NA,17,50,2,1,69,1,2,4e3,10,7,4,1,72e3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
184,1,1,55,2,1,1,5,2,3,2,2,2,1,KE5885,16,33,2,1,28,2,3,2e3,30,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
185,1,1,59,2,1,1,60,2,1,2,0,1,3,KE622,20,10,3,1,NA,2,2,5e3,15,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
186,1,1,54,1,1,2,60,0,1,2,1,1,3,KE629,18,5,3,1,82,1,2,4e3,20,2,4,1,33054,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
187,1,3,63,2,1,1,5,2,1,2,1,1,3,7C2401,21,55,4,1,58,2,1,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
188,1,NA,68,2,1,4,7,3,1,2,0,5,3,NA,20,5,3,1,50,2,2,2400,5,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
189,1,3,80,2,1,1,7,3,1,2,0,1,3,NA,20,5,3,1,50,2,1,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
190,1,2,35,1,1,1,12,1,1,2,5,1,3,OZ751,16,10,2,1,30,1,5,2e3,30,2,4,2,5e4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
191,1,1,50,1,1,1,5,6,1,1,3,1,3,NA,20,20,3,2,50,1,5,NA,NA,5,6,1,8e4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
192,1,2,62,1,1,1,7,1,2,2,0,2,1,OZ367,20,0,3,1,NA,1,1,NA,NA,2,5,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
193,1,2,19,1,1,1,6,8,2,1,0,1,1,NA,20,0,3,1,78,1,1,NA,60,8,3,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
194,1,1,43,1,4,1,7,2,3,2,1,1,3,KE651,17,40,2,1,70,2,2,1e4,20,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
195,1,4,30,1,1,1,7,1,1,2,2,1,1,CZ370,20,30,3,1,50,2,5,1e3,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
196,1,2,55,2,1,1,6,1,5,1,2,2,1,NA,8,30,3,2,66,2,8,5e4,NA,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
197,1,1,35,1,1,1,5,2,5,2,1,1,3,KE631,20,35,3,1,45,2,8,24e3,65,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
