ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination,Destination,FlightNo,DepartureHr,DepartureMn,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income,MileageAirline,Mileage,FrequentDestination1,FrequentDestination2,FrequentDestination3,FrequentDestination4,FrequentDestination5,FrequentDestination6,FrequentDestination7,MileageAirline1,MileageAirline2,MileageAirline3,MileageAirline4,MileageAirline5
198,1,4,30,2,1,1,7,2,8,2,7,1,1,CZ370,20,30,3,2,50,1,5,NA,NA,2,3,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
199,1,3,27,NA,1,1,15,0,1,2,0,1,3,040CT,19,35,3,1,40,1,5,2e3,NA,8,1,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
200,1,4,42,1,1,1,3,3,1,2,2,5,2,JW892,17,45,2,1,20,1,1,NA,NA,2,5,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
201,1,1,67,2,1,1,6,1,5,2,1,3,3,NA,5,40,2,1,NA,1,8,5e4,180,7,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
202,1,2,45,1,1,2,90,1,5,2,4,1,1,OZ377,17,0,2,1,45,2,1,1e4,60,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
203,1,4,27,2,1,1,15,1,8,2,3,1,3,NA,6,5,2,1,50,2,2,8e3,30,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
204,1,1,35,1,5,1,4,0,1,2,6,6,3,KE641,18,40,3,1,50,1,2,5900,10,4,4,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
205,1,4,21,2,4,1,6,0,1,2,0,2,3,NA,11,45,4,1,27,2,3,1100,25,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
206,1,1,23,2,4,4,100,1,1,2,2,1,3,KE631,20,35,3,1,56,1,6,16e3,60,8,5,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
207,1,3,29,1,1,2,5,3,1,2,2,6,3,NA,NA,NA,1,1,40,1,2,6e3,20,2,4,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
208,1,4,43,2,1,1,20,2,3,1,3,1,1,FM828,18,10,3,1,35,2,4,NA,60,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
209,1,4,52,2,1,1,6,12,3,1,1,1,3,NA,9,20,1,3,NA,2,2,8500,30,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
210,1,3,43,2,1,1,5,3,3,2,1,"1,3",2,7C1402,15,30,2,1,11,1,1,3e4,90,7,4,1,65744,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
211,1,1,51,1,1,1,4,11,3,1,1,1,3,NA,17,40,2,1,NA,1,1,NA,NA,12,NA,1,428,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
212,1,NA,61,2,2,1,415,2,1,1,1,1,NA,NA,NA,NA,1,1,NA,2,5,3500,90,9,3,2,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
213,1,1,22,2,1,1,10,0,1,2,1,6,1,NA,NA,NA,2,1,57,1,5,4500,80,3,3,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
214,1,NA,NA,1,1,1,365,9,1,1,2,7,NA,NA,NA,NA,4,1,80,2,1,NA,NA,2,3,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
215,1,4,30,2,1,1,15,3,3,2,2,1,3,NA,NA,NA,1,1,NA,1,5,NA,NA,2,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
216,1,2,23,2,1,1,37,10,1,2,2,3,2,NA,21,0,4,1,52,1,5,1200,60,8,2,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
217,1,1,30,2,1,1,4,2,3,2,2,3,2,NA,NA,NA,4,1,NA,1,5,NA,NA,12,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
218,1,2,37,2,1,1,10,3,3,1,1,1,3,OZ747,20,0,3,1,100,2,5,20,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
219,1,1,33,2,1,1,3,2,3,2,1,1,3,KE631,20,35,3,1,NA,1,6,NA,NA,12,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
220,1,2,29,2,2,1,20,1,3,1,0,2,1,OZ367,8,NA,3,1,52,1,1,NA,90,3,3,2,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
221,1,1,50,2,1,1,4,2,3,2,4,"1,2",3,KE659,20,20,3,1,50,1,1,NA,60,5,4,1,14e4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
222,1,2,25,2,1,3,99,1,3,2,1,3,2,OZ178,9,NA,4,1,30,2,3,1050,20,12,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
223,1,4,23,1,1,3,365,1,1,2,1,2,1,NA,18,50,3,1,NA,1,5,NA,80,8,3,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
224,1,1,20,2,1,1,15,1,3,2,1,3,2,KKE719,20,55,3,1,36,2,3,1050,30,12,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
225,1,2,27,2,1,1,5,2,1,2,1,1,3,OZ757,20,20,3,1,NA,2,5,NA,NA,12,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
226,1,2,22,2,1,1,8,4,6,2,1,1,1,OZ3195,20,30,3,1,40,1,4,NA,390,8,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
227,1,2,62,2,1,1,3,6,3,1,1,1,1,OZ367,20,0,3,1,NA,1,9,NA,NA,9,1,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
228,1,4,53,2,1,1,7,4,3,1,1,1,3,TG657,NA,NA,4,1,50,1,1,NA,90,2,2,1,1500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
229,1,1,41,2,1,1,4,3,3,1,1,1,3,KE659,20,20,3,1,NA,1,5,NA,NA,12,2,1,34e3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
230,1,4,52,2,1,1,7,4,1,1,1,1,3,TG657,NA,NA,4,1,50,1,1,NA,90,7,2,1,12e4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
231,1,2,60,2,1,1,3,4,3,1,1,1,1,OZ749,20,10,3,1,NA,1,5,NA,120,9,1,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
232,1,4,41,2,1,1,4,3,3,2,3,"1,2,3",3,PR469,20,45,3,1,20,3,2,NA,NA,12,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
233,1,4,45,1,1,2,14,2,2,2,6,"2,3",1,CA5024,20,0,3,1,34,1,2,NA,NA,5,3,4,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
234,1,2,37,1,1,1,10,5,1,2,3,1,3,OZ709,8,20,4,1,40,1,1,NA,50,1,3,2,4e4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
235,1,2,22,1,1,3,180,0,1,2,0,7,1,OZ307,20,0,3,1,NA,2,5,NA,NA,8,3,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
236,1,2,25,2,1,3,730,0,1,2,0,7,2,OZ178,21,0,4,1,NA,1,5,4e3,40,8,2,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
237,1,1,27,2,1,1,6,2,1,1,0,1,4,KE629,18,5,3,1,NA,1,2,11e3,30,2,3,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
238,1,2,33,2,1,1,4,4,1,2,1,1,3,NA,20,20,3,1,NA,1,6,15e3,60,2,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
239,1,3,43,2,1,1,5,7,1,2,2,1,3,NA,8,4,3,1,70,1,1,NA,NA,7,2,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
240,2,2,44,1,3,1,10,1,3,2,3,3,2,OZ1044,15,30,2,1,70,1,1,NA,60,7,3,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
241,2,2,45,2,1,1,7,0,8,2,4,3,2,OZ1045,15,30,2,1,70,1,1,NA,60,12,7,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
242,2,3,58,2,1,1,10,1,8,2,5,3,2,7C1482,14,30,2,1,23,1,2,17e3,40,9,1,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
243,2,4,20,1,2,3,50,2,1,2,2,2,1,NA,19,50,3,3,67,2,5,1650,40,1,1,2,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
244,2,2,32,1,1,2,90,1,4,2,2,2,1,oz362,16,NA,2,1,30,1,2,8400,80,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
245,2,2,76,1,1,4,4,2,3,2,0,3,2,NA,NA,NA,3,NA,24,1,1,NA,90,11,1,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
246,2,4,26,1,2,3,50,0,8,2,1,2,1,NA,19,45,3,1,30,1,6,1e4,40,8,1,4(중국동방),1200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
247,2,4,40,1,1,2,120,7,5,2,6,2,1,fm824,19,55,3,2,89,1,1,NA,30,2,6,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
248,2,4,19,2,5,1,4,1,8,2,3,3,1,NA,19,45,3,1,NA,1,3,5e3,60,8,4,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
249,2,4,27,2,2,1,5,2,8,2,2,"1,2",1,MU9824,19,45,3,1,86,1,2,22800,60,2,3,4,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
250,2,2,60,2,1,3,365,0,8,2,2,3,2,1166,20,NA,3,1,NA,1,2,2e4,40,9,NA,3,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
251,2,4,45,1,2,2,4,0,8,2,7,"2,3",1,mu,19,30,3,1,87,1,2,20600,30,5,NA,4(중국동방),1e5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
252,2,1,37,1,3,2,4,1,8,2,2,6,2,KE2711,19,NA,3,1,70,1,1,NA,90,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
253,2,4,55,1,1,2,3,0,1,2,5,2,1,MU9824,19,45,3,1,50,1,1,NA,60,1,5,1,11e4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
254,2,4,23,2,2,1,7,1,8,2,0,2,1,NA,19,20,3,1,24,1,5,2e3,30,2,3,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
255,2,4,23,2,2,1,7,1,8,2,0,2,1,NA,19,20,3,NA,24,1,5,2e3,30,2,3,4,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
256,2,4,62,1,1,1,9,1,1,2,1,3,2,NA,19,15,3,1,20,1,5,4e3,60,10,3,4,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
257,2,4,60,2,1,1,9,1,1,2,2,2,2,NA,19,15,3,1,20,1,5,4e3,60,9,3,2,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
258,2,2,25,1,1,1,365,4,1,2,2,1,2,NA,NA,NA,3,1,NA,1,1,NA,40,8,7,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
259,2,2,40,NA,1,1,7,1,4,2,3,3,2,NA,16,15,2,1,34.14,1,3,11700,120,7,2,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
260,2,1,50,2,1,1,5,1,8,2,5,3,2,ke2709,16,30,2,1,40,1,2,23500,30,9,5,1,17e4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
261,2,2,53,1,5,2,3,4,1,2,4,"1,2,3",2,nh1164,16,15,2,1,35,1,2,15e3,60,1,3,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
262,2,2,39,2,5,2,3,3,3,2,6,"3,6",2,nh1164,16,15,2,1,35,1,1,NA,25,1,4,"1,2,3",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
263,2,2,17,1,1,3,7,1,8,2,1,2,1,OZ3615,16,NA,2,1,NA,1,1,NA,60,12,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
264,2,2,21,2,1,1,30,0,3,2,2,2,1,OZ3615,16,NA,2,1,NA,1,6,12e3,90,8,3,2,2e4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
265,2,1,43,1,5,1,5,4,8,2,5,1,1,8125,16,15,2,1,37,1,2,14400,60,6,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
266,2,NA,29,1,1,4,31,1,7,2,0,7,4,NA,19,NA,3,1,NA,1,1,NA,90,12,1,4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
267,2,2,50,1,1,2,3,0,8,2,10,1,2,OZ1085,20,NA,3,2,50,1,2,5e4,60,5,5,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
268,2,2,20,1,1,1,4,0,3,2,1,3,2,OZ1085,20,NA,3,1,50,1,5,2e3,40,8,2,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
269,2,2,28,2,1,1,3,1,1,2,4,3,2,OZ1143,17,50,2,1,50,1,1,NA,40,2,4,1,42e3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
270,2,2,32,1,1,2,5,1,8,2,3,3,2,NA,20,NA,3,1,70,1,8,25e3,60,2,4,2,3e3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
271,2,2,39,2,3,1,99,2,1,2,3,3,2,1085,20,NA,3,1,35,1,2,14e3,30,2,4,2,7e3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
272,2,1,19,1,1,3,2,2,1,2,3,6,2,NA,19,NA,3,1,NA,1,2,2e4,60,8,3,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA
273,2,1,50,1,3,2,4,34,2,1,2,"3,5",2,NA,20,30,3,1,30,1,5,1250,50,5,3,2,12e3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
274,2,2,40,2,4,1,99,2,1,2,4,1,2,NA,20,1,3,1,NA,1,2,23e3,60,11,3,2,2e3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
275,2,2,35,1,3,2,3,1,8,2,15,3,2,nh1166,20,15,3,1,90,1,2,27e3,70,1,5,1,5e4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
276,2,2,23,1,1,1,7,0,1,2,1,3,2,NA,19,30,3,1,30,1,5,1500,30,8,1,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
277,2,2,27,1,1,2,7,1,1,2,2,3,2,oz9104,20,5,3,1,40,1,5,1500,20,2,2,1,5e4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
278,2,2,54,2,1,1,35,0,8,2,1,"4,5",4,oz222,10,NA,1,1,NA,1,1,NA,20,3,4,1,39e3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
279,2,4,48,1,1,2,7,4,8,2,10,2,1,mu,19,20,3,1,78,2,6,50300,50,2,4,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
280,2,2,26,1,3,1,5,1,1,2,2,4,2,NA,NA,NA,3,1,40,1,5,1200,40,2,5,2,3e4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
281,2,2,30,2,1,4,7,1,2,2,3,2,1,OZ3615,16,NA,2,1,42,1,1,1e4,40,8,2,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
282,2,2,32,1,1,2,7,1,1,2,6,2,1,OZ3615,16,NA,2,1,42,1,1,1e4,NA,2,2,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
283,2,1,36,1,1,2,3,0,1,2,2,4,2,ke2727,16,55,2,1,NA,1,2,12e3,20,5,6,1,31184,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
284,2,1,34,2,1,4,365,0,8,2,5,"2,5",1,ke2815,16,15,2,1,NA,1,11,75e3,60,12,4,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
285,2,1,49,2,1,1,4,1,8,2,0,3,2,NA,16,20,2,1,NA,1,1,NA,40,1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
286,2,2,30,1,1,2,100,1,3,2,4,2,1,NA,16,NA,2,1,40,1,3,2800,4,1,3,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
287,2,2,60,2,1,1,2,1,5,2,2,3,2,oz1045,15,30,2,1,NA,2,8,6e4,180,11,2,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
288,2,2,35,1,1,1,7,0,2,2,4,3,2,nh1166,20,5,3,2,64,2,2,3300,20,12,1,2,800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
289,2,4,40,1,1,4,99,1,8,2,5,2,1,NA,19,40,3,1,26,1,2,23e3,30,2,4,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
290,2,1,44,2,1,2,7,28,8,2,12,3,2,NA,19,NA,3,2,58,1,1,2e4,30,7,6,1,18e3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
291,2,2,40,2,1,1,3,11,1,2,0,1,2,NA,17,40,2,1,NA,1,1,NA,45,9,2,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA
292,2,1,68,1,3,2,8,2,8,2,2,"2,3",2,ke2711,19,NA,3,1,NA,1,3,1e4,50,5,4,1,26561,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
293,2,1,55,1,1,2,365,1,8,2,20,"2,4",1,NA,16,15,2,2,100,1,10,98e3,50,1,7,1,1e4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
294,2,3,28,1,1,1,3,3,1,2,4,1,3,TW7667,11,NA,1,1,30,1,3,1050,20,2,3,4,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
