,Airport,Age,Gender,TripDuration,FlyingCompanion,GroupTravel,NoTripsLastYear,FrequentFlightDestination1,FrequentFlightDestination2,FrequentFlightDestination3,FrequentFlightDestination4,FrequentFlightDestination5,FrequentFlightDestination6,FrequentFlightDestination7,TotalDepartureHr,Airfare,NoTransport,AccessCost,AccessTime,MileageAirline1,MileageAirline2,MileageAirline3,MileageAirline4,MileageAirline5,ProvinceResidence1,ProvinceResidence2,ProvinceResidence3,ProvinceResidence4,ProvinceResidence5,ProvinceResidence6,ProvinceResidence7,ProvinceResidence8,Destination1,Destination2,Destination3,Destination4,DepartureTime1,DepartureTime2,DepartureTime3,DepartureTime4,SeatClass1,SeatClass2,SeatClass3,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Income1,Income2,Income3,Income4,Income5,Income6,Income7,Airline1,Airline2,Airline3,Airline4,Korean,PleasureTrip,PublicTrans,const
0,1,0,1,7,0,0,3,1,0,0,0,0,0,0,12.08,80.0,1,8000.0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
1,1,0,0,4,4,0,1,1,0,0,0,0,0,0,10.17,41.0,1,8000.0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
2,1,0,1,10,2,0,1,0,1,0,0,0,0,0,11.5,49.83,2,1000.0,20,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
3,1,0,1,7,2,0,2,0,0,0,0,1,0,0,15.33,26.43,1,12642.0,76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
4,1,0,0,4,0,0,2,0,1,0,0,0,0,0,1.0,40.0,1,8000.0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
5,1,0,1,40,1,0,4,0,1,0,0,0,0,0,14.75,34.0,1,8000.0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
6,1,0,0,40,1,0,0,0,1,0,0,0,0,0,14.75,34.0,1,8000.0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
7,1,1,1,7,1,0,0,0,0,0,1,0,0,0,10.25,56.0,1,8000.0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
8,1,0,0,4,1,0,0,1,0,0,0,0,0,0,19.58,34.0,2,2400.0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
9,1,1,0,5,1,1,2,1,0,0,0,0,0,0,19.0,60.79,2,90000.0,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
10,1,0,0,5,2,0,4,1,0,0,0,0,0,0,13.58,54.0,2,1100.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
11,1,0,1,7,1,1,10,1,0,0,0,0,0,0,15.25,80.0,1,8000.0,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
12,1,0,1,90,1,0,4,0,1,0,1,0,0,0,19.0,37.0,1,8400.0,180,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
13,1,0,1,5,1,0,0,1,0,0,0,0,0,0,17.0,40.0,1,1500.0,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
14,1,1,1,4,2,0,8,0,0,1,0,0,0,0,10.33,27.12,1,1500.0,76,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
15,1,0,0,5,2,0,2,0,0,0,0,1,0,0,17.5,40.0,2,3000.0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
16,1,0,0,4,1,0,2,0,0,0,0,1,0,0,17.33,29.0,2,2700.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
17,1,0,0,6,5,0,1,0,0,1,0,0,0,0,20.08,38.0,2,1100.0,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
18,1,0,1,5,5,1,2,1,0,0,0,0,0,0,17.36,70.0,1,6000.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
19,1,0,1,6,5,0,1,1,0,0,0,0,0,0,20.0,38.0,1,12642.0,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
20,1,1,0,5,6,0,0,1,0,0,0,0,0,0,17.36,70.0,1,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
21,1,0,1,5,3,0,1,0,0,1,0,0,0,0,20.42,44.57,1,1500.0,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
22,1,0,1,5,3,0,2,1,0,0,0,0,0,0,8.67,44.57,1,900.0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
23,1,0,1,6,2,0,1,0,0,0,1,0,0,0,20.08,48.0,1,3.0,90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
24,1,0,0,5,2,0,5,0,0,0,0,1,0,0,4.33,53.0,1,10000.0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
25,1,0,1,30,0,0,0,0,0,0,0,0,1,0,11.75,39.0,3,1100.0,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
26,1,1,1,5,3,0,2,0,1,0,0,1,0,0,14.17,28.0,2,4000.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
27,1,0,0,21,1,0,1,0,0,0,0,1,0,0,19.75,49.83,1,8000.0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
28,1,0,1,5,2,0,1,1,0,0,0,0,0,0,19.58,44.57,2,7500.0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
29,1,0,0,3,4,0,1,1,0,0,0,0,0,0,9.42,43.0,1,10000.0,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
30,1,0,0,6,2,0,2,1,0,0,0,0,0,0,20.08,48.0,1,6595.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
31,1,0,1,4,1,0,50,0,1,0,0,0,0,0,19.0,60.79,1,5500.0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
32,1,0,0,45,2,0,1,0,0,0,0,1,0,0,13.0,140.0,2,17900.0,180,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
33,1,0,1,100,0,0,0,0,0,0,0,0,1,0,20.08,110.0,1,1200.0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
34,1,0,0,6,2,0,1,1,0,0,0,0,0,0,20.08,40.0,2,7500.0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
35,1,0,0,15,4,0,1,1,0,0,0,0,0,0,18.67,70.0,1,6595.0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
36,1,0,0,5,4,0,1,1,0,0,0,0,0,0,14.33,80.0,2,1000.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
37,1,0,0,30,2,0,0,0,0,0,0,1,0,0,20.08,108.0,2,1050.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
38,1,0,1,16,2,1,3,1,0,0,0,0,0,0,16.21,100.0,1,1300.0,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
39,1,0,1,40,0,0,2,1,0,0,0,1,1,0,16.21,100.0,1,10000.0,120,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
40,1,0,0,30,2,0,0,0,0,0,0,1,0,0,20.0,108.0,2,1050.0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
41,1,0,1,3,2,0,4,1,0,0,0,0,0,0,18.67,59.0,1,0.0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
42,1,0,0,4,0,0,100,1,1,1,1,1,0,0,10.58,40.0,2,8000.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
43,1,1,1,140,1,0,10,1,0,0,0,0,0,0,18.67,60.79,2,27920.0,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
44,1,0,1,5,4,0,4,0,0,0,0,0,1,0,19.58,30.0,1,12000.0,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
45,1,0,0,10,2,0,2,1,0,0,0,0,0,0,14.83,48.0,2,5000.0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
46,1,0,0,5,2,0,2,0,0,1,0,0,0,0,13.58,54.0,1,8000.0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
47,1,0,0,3,5,0,20,1,0,0,0,0,0,0,18.67,60.0,1,6000.0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
48,1,0,1,15,1,0,7,1,0,0,0,0,0,0,12.67,52.0,1,8000.0,40,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
49,1,0,1,7,9,1,2,1,0,0,0,0,0,0,8.5,45.0,1,11000.0,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
50,1,1,0,7,9,0,0,1,0,0,0,0,0,0,20.5,45.0,2,1050.0,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
51,1,1,1,7,9,0,3,1,1,0,0,0,0,0,20.5,50.0,2,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
52,1,0,0,4,4,0,2,1,0,0,0,0,0,0,19.58,44.57,1,3700.0,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
53,1,0,0,4,4,0,0,1,0,0,0,0,0,0,19.58,44.57,1,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
54,1,1,0,7,2,1,3,1,0,0,0,0,0,0,8.5,48.34,1,10000.0,65,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
55,1,1,1,6,8,1,1,1,0,0,0,0,0,0,20.0,78.0,1,3175.0,39,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
56,1,0,1,6,1,0,3,0,0,1,0,0,0,0,15.5,17.0,2,2000.0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
57,1,0,0,5,2,0,122,1,0,0,0,0,0,0,14.33,64.0,2,48000.0,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
58,1,0,0,99,1,0,4,0,1,0,0,0,0,0,12.5,31.0,1,8400.0,34,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
59,1,0,1,5,1,0,3,1,0,1,0,0,0,0,17.36,44.57,2,10600.0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
60,1,1,1,7,2,0,50,1,0,0,0,0,0,0,18.5,75.0,1,8400.0,150,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
61,1,0,1,2,3,0,0,1,0,0,0,0,0,0,5.75,20.0,2,1050.0,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
62,1,0,1,180,1,0,4,0,0,1,0,0,0,0,18.5,67.0,2,50000.0,311,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
63,1,0,0,5,1,0,12,0,0,0,0,0,1,0,17.75,19.0,2,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
64,1,0,1,6,5,0,0,1,0,0,0,0,0,0,20.08,38.0,2,1100.0,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
65,1,0,0,20,1,0,2,1,0,0,0,0,0,0,19.17,30.0,1,6900.0,43,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
66,1,0,1,5,2,0,3,1,0,0,0,0,0,0,19.0,60.79,1,1200.0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
67,1,0,1,4,3,0,3,0,0,0,0,1,0,0,14.79,26.43,1,3000.0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
68,1,0,0,5,1,0,4,0,0,1,0,0,1,0,9.0,60.0,1,13000.0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
69,1,0,0,5,2,0,0,1,0,0,0,0,0,0,25.02,44.57,1,1300.0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
70,1,0,1,3,2,0,2,0,0,1,0,0,0,0,14.79,27.12,1,1150.0,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
71,1,0,0,7,1,0,1,0,1,1,0,0,0,0,7.58,24.0,1,1200.0,290,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
