"","ID","Airport","Airline","Age","Gender","Nationality","TripPurpose","TripDuration","FlyingCompanion","ProvinceResidence","GroupTravel","NoTripsLastYear","FrequentFlightDestination1","FrequentFlightDestination2","FrequentFlightDestination3","FrequentFlightDestination4","FrequentFlightDestination5","FrequentFlightDestination6","FrequentFlightDestination7","Destination","TotalDepartureHr","DepartureTime","SeatClass","Airfare","NoTransport","ModeTransport","AccessCost","AccessTime","Occupation","MileageAirline","FrequentDestination1","FrequentDestination2","FrequentDestination3","FrequentDestination4","FrequentDestination5","FrequentDestination6","FrequentDestination7","MileageAirline1","MileageAirline2","MileageAirline3","MileageAirline4","MileageAirline5","Income"
"345",365,2,4,55,1,1,1,3,2,1,2,0,0,0,1,0,0,0,0,2,16.25,2,1,50,1,2,15000,30,3,4,0,0,1,0,0,0,0,0,0,0,1,0,4
"346",366,2,4,51,1,1,2,7,1,1,2,4,0,1,0,0,0,0,0,1,17.33,2,1,40,1,6,6000,40,2,4,0,1,0,0,0,0,0,0,0,0,1,0,5
"347",367,2,3,53,2,1,1,4,4,5,2,1,0,0,0,0,0,1,0,3,11.17,1,3,60,3,8,40000,305,9,4,0,0,0,0,0,1,0,0,0,0,1,0,1
"348",368,2,2,53,1,1,2,5,2,3,2,2,0,0,1,0,0,0,0,2,16.67,1,1,40,1,6,6000,40,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"349",369,2,2,59,1,1,1,3,5,3,2,0,0,0,1,0,0,0,0,2,12.5,2,1,50,1,5,70,10,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3
"350",370,2,1,60,2,1,1,7,1,1,2,2,0,0,1,1,0,0,0,2,16.67,1,1,100,1,6,6000,30,10,1,0,0,1,1,0,0,0,1,0,0,0,0,5
"351",371,2,4,61,2,1,1,3,0,3,2,3,1,0,0,0,0,0,0,2,12.67,2,1,40,1,6,10000,64,9,4,1,0,0,0,0,0,0,0,0,0,1,0,2
"352",372,2,2,62,2,1,1,4,6,4,2,1,0,1,0,0,0,0,0,1,15.5,2,1,52.93,2,2,10000,20,11,5,0,1,0,0,0,0,0,0,0,0,0,1,4
"353",373,2,4,62,2,1,1,4,6,1,1,2,0,1,0,0,0,0,0,1,12.5,2,1,55.25,1,5,5866,20,9,4,0,1,0,0,0,0,0,0,0,0,1,0,2
"354",374,2,4,66,1,3,1,4,1,8,2,1,0,0,1,0,0,0,0,2,16.25,2,1,77,2,5,1300,20,3,1,0,0,1,0,0,0,0,1,0,0,0,0,2
"355",375,2,1,66,2,1,1,4,13,3,1,1,1,0,0,0,0,0,0,1,16.25,2,1,48.05,1,11,7850,120,9,4,1,0,0,0,0,0,0,0,0,0,1,0,2
"356",376,2,1,60,1,1,2,4,2,1,2,1,0,0,1,0,0,0,0,2,12.08,2,1,40,1,3,7000,60,3,1,0,0,1,0,0,0,0,1,0,0,0,0,4
"357",377,2,3,43,2,1,1,3,7,2,1,0,0,0,0,0,0,0,1,3,10.5,1,1,45.54,2,5,4850,41,12,4,0,0,0,0,0,0,1,0,0,0,1,0,1
"358",378,2,1,46,2,1,1,4,3,1,2,2,0,0,1,0,0,0,0,2,16.25,2,1,33.48,1,9,5866,90,9,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"359",379,2,4,43,1,1,1,3,2,1,2,0,0,0,1,0,0,0,0,2,16.25,2,1,40,2,2,5866,15,2,1,0,0,1,0,0,0,0,1,0,0,0,0,4
"360",380,2,4,45,2,1,2,2,2,1,2,0,0,0,0,0,1,0,0,2,16.25,2,1,38,2,2,3500,10,9,1,0,0,0,0,1,0,0,1,0,0,0,0,4
"361",381,2,4,44,1,1,1,3,2,1,2,0,0,0,1,0,0,0,0,2,16.25,2,1,40,2,5,1500,10,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5
"362",382,2,3,49,2,1,1,4,4,3,2,0,0,0,0,0,1,0,0,3,11.17,1,3,60,2,2,2200,64,9,4,0,0,0,0,1,0,0,0,0,0,1,0,1
"363",383,2,2,43,1,3,2,365,0,8,2,2,0,0,1,0,0,0,0,2,15,2,1,40,1,10,20314,40,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"364",384,2,2,43,1,2,3,365,0,8,2,10,0,0,1,0,0,0,0,2,17.83,2,1,33,1,5,20314,50,5,5,0,0,1,0,0,0,0,0,0,0,0,1,4
"365",385,2,4,41,1,1,2,7,1,8,2,5,0,1,0,0,0,0,0,1,17,2,1,33,1,6,6000,180,2,2,0,1,0,0,0,0,0,0,1,0,0,0,4
"366",386,2,1,46,1,1,1,4,10,6,1,0,0,1,0,0,0,0,0,1,16.25,2,1,48.05,1,1,23000,120,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3
"367",387,2,1,53,1,1,1,7,5,1,2,0,0,1,0,0,0,0,0,2,16.67,2,1,40,1,1,5866,40,2,5,0,1,0,0,0,0,0,0,0,0,0,1,4
"368",388,2,1,53,2,1,1,4,2,3,1,1,0,1,0,0,0,0,0,1,9.5,1,1,35,1,2,10000,64,7,1,0,1,0,0,0,0,0,1,0,0,0,0,4
"369",389,2,1,57,1,1,2,2,3,1,2,4,0,1,0,0,0,0,0,1,16.25,2,2,48.05,1,1,5866,60,1,5,0,1,0,0,0,0,0,0,0,0,0,1,5
"370",390,2,4,59,1,1,1,3,0,3,2,3,0,1,0,0,0,0,0,2,12.67,2,2,5,1,5,3000,120,11,4,0,1,0,0,0,0,0,0,0,0,1,0,2
"371",391,2,1,56,1,1,4,6,1,1,2,2,0,0,1,0,0,0,0,2,16.5,2,1,33.48,1,5,1150,30,10,1,0,0,1,0,0,0,0,1,0,0,0,0,2
"372",392,2,4,32,1,1,1,3,1,1,2,2,0,0,1,0,0,0,0,2,16.5,2,1,30,1,2,7000,20,3,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"373",393,2,1,33,1,2,2,7,1,3,2,15,0,1,0,0,0,0,0,1,16.25,2,1,48.05,2,2,6000,20,1,1,0,1,0,0,0,0,0,1,0,0,0,0,5
"374",394,2,3,38,2,1,1,3,4,7,1,0,1,0,0,0,0,0,0,3,11,1,1,50,1,4,15700,90,5,4,1,0,0,0,0,0,0,0,0,0,1,0,2
"375",395,2,3,37,2,1,1,3,4,7,1,1,1,0,0,0,0,0,0,3,11,1,1,50,1,6,15700,90,7,5,1,0,0,0,0,0,0,0,0,0,0,1,2
"376",396,2,3,30,2,1,1,3,2,2,1,3,0,0,0,0,0,1,0,3,11,1,1,64,2,3,4850,5,4,4,0,0,0,0,0,1,0,0,0,0,1,0,3
"377",397,2,4,33,2,1,1,10,0,1,2,1,0,0,1,0,0,0,0,4,15,2,1,89,1,5,1150,50,2,4,0,0,1,0,0,0,0,0,0,0,1,0,1
"378",398,2,4,31,1,1,1,8,1,1,2,2,1,0,0,0,0,0,0,1,12.5,2,1,120,1,1,12000,25,2,4,1,0,0,0,0,0,0,0,0,0,1,0,2
"379",400,2,4,48,2,1,1,4,2,3,2,3,0,0,1,0,0,0,0,2,16.25,2,1,45.21,1,5,2000,25,9,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"380",401,2,4,46,2,1,2,1,2,3,2,2,0,0,1,0,0,0,0,2,12.67,2,1,40,1,1,7850,60,3,1,0,0,1,0,0,0,0,1,0,0,0,0,3
"381",402,2,1,43,2,1,1,4,3,3,2,2,0,0,1,0,0,0,0,2,16.92,2,1,40,1,1,7850,90,11,1,0,0,1,0,0,0,0,1,0,0,0,0,3
"382",403,2,3,40,2,1,1,3,7,2,1,1,0,1,0,0,0,0,0,3,11,1,1,45.54,2,1,4850,30,2,5,0,1,0,0,0,0,0,0,0,0,0,1,2
"383",404,2,3,46,2,1,1,3,7,2,1,0,0,0,0,0,0,0,1,3,11,1,1,45.54,2,1,4850,30,2,2,0,0,0,0,0,0,1,0,1,0,0,0,2
"384",405,2,2,42,2,1,1,4,3,3,1,1,0,0,0,0,0,1,0,1,8.83,1,1,52.93,1,1,7850,64,9,2,0,0,0,0,0,1,0,0,1,0,0,0,3
"385",406,2,1,42,2,1,1,4,7,1,1,0,1,0,0,0,0,0,0,1,9.5,1,1,48.05,1,1,5866,20,9,2,1,0,0,0,0,0,0,0,1,0,0,0,6
"386",407,2,1,43,2,1,4,7,2,1,2,3,0,1,0,0,0,0,0,2,16.67,1,1,40,1,6,10000,60,9,4,0,1,0,0,0,0,0,0,0,0,1,0,3
"387",408,2,4,43,2,1,2,3,4,3,2,5,0,0,1,0,0,0,0,2,15,2,2,45.21,1,5,1100,20,1,5,0,0,1,0,0,0,0,0,0,0,0,1,4
"388",409,2,3,25,2,1,1,3,3,3,2,0,0,0,0,0,0,1,0,3,11,1,1,40,1,6,4000,40,2,4,0,0,0,0,0,1,0,0,0,0,1,0,4
"389",410,2,4,28,2,1,1,8,1,1,2,1,0,0,0,0,0,1,0,1,12.5,2,1,120,1,1,20000,40,2,1,0,0,0,0,0,1,0,1,0,0,0,0,5
"390",411,2,4,26,1,1,3,140,0,1,2,1,0,1,0,0,0,0,0,1,9.67,1,1,52,1,1,5866,45,8,1,0,1,0,0,0,0,0,1,0,0,0,0,3
"391",412,2,4,20,1,1,2,90,2,3,2,3,0,0,0,1,0,0,0,1,12.5,2,1,44,2,4,15000,60,12,5,0,0,0,1,0,0,0,0,0,0,0,1,8
"392",413,2,3,31,1,1,1,3,4,1,2,3,0,0,0,0,0,1,0,3,11,1,1,39,1,5,1550,60,2,1,0,0,0,0,0,1,0,1,0,0,0,0,3
"393",414,2,3,33,2,1,1,3,4,1,2,2,0,0,0,0,0,1,0,3,11,1,1,40,1,5,1550,60,2,2,0,0,0,0,0,1,0,0,1,0,0,0,3
"394",415,2,3,33,1,1,1,3,4,8,2,2,0,1,0,0,0,0,0,3,11,1,1,39,1,3,1100,50,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2
"395",416,2,3,39,2,1,1,3,7,2,1,0,0,0,0,0,1,0,0,3,11,1,1,45.54,2,1,4850,20,5,4,0,0,0,0,1,0,0,0,0,0,1,0,1
"396",417,2,4,30,2,3,1,3,2,3,2,0,0,0,1,0,0,0,0,2,12.67,2,1,40,1,1,7850,30,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2
"397",418,2,4,38,1,1,2,3,1,1,2,3,0,0,1,0,0,0,0,2,15,2,1,45.21,1,5,5866,40,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2
"398",419,2,2,35,2,1,1,4,6,4,1,1,0,0,0,0,0,1,0,1,15.5,2,1,52.93,2,2,10000,20,12,5,0,0,0,0,0,1,0,0,0,0,0,1,2
"399",420,2,4,37,2,3,4,99,0,8,2,2,0,0,1,0,0,0,0,2,15,2,1,42,1,1,20314,40,9,4,0,0,1,0,0,0,0,0,0,0,1,0,3
"400",421,2,4,30,2,1,4,14,0,1,2,3,1,0,0,0,0,0,0,2,14.5,2,2,42,1,1,5866,70,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3
"401",422,2,4,32,2,2,2,5,1,1,2,8,0,1,0,0,0,0,0,1,8.67,1,2,55.25,1,6,4000,20,1,1,0,1,0,0,0,0,0,1,0,0,0,0,6
"402",423,2,2,35,1,1,4,6,0,4,1,1,1,0,0,0,0,0,0,1,15.5,2,1,52.93,2,2,10000,20,12,5,1,0,0,0,0,0,0,0,0,0,0,1,2
"403",424,2,1,35,2,1,1,4,1,1,2,2,0,0,1,0,0,0,0,2,15,2,1,30,1,1,5866,30,4,4,0,0,1,0,0,0,0,0,0,0,1,0,4
"404",425,2,1,34,1,3,2,3,2,1,2,3,1,0,0,0,0,0,0,2,16.92,2,1,33.48,1,2,15000,30,5,5,1,0,0,0,0,0,0,0,0,0,0,1,4
"405",426,2,1,39,1,3,2,3,2,1,2,6,0,0,1,1,0,0,0,2,16.92,2,1,33.48,1,1,5866,60,5,1,0,0,1,1,0,0,0,1,0,0,0,0,5
"406",427,2,4,50,1,2,1,4,3,8,2,7,0,0,1,0,0,0,0,1,19,3,1,20,1,6,7000,50,1,1,0,0,1,0,0,0,0,1,0,0,0,0,6
"407",428,2,4,23,2,2,1,4,3,8,2,2,0,0,1,0,0,0,0,1,19,3,1,20,1,6,7000,50,8,1,0,0,1,0,0,0,0,1,0,0,0,0,6
"408",429,2,2,40,1,1,2,7,2,3,2,10,0,0,1,0,0,0,0,2,15.5,2,1,36.22,1,1,7850,60,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2
"409",430,2,2,42,1,1,2,7,2,3,2,10,0,0,1,0,0,0,0,2,15.5,2,2,36.22,1,1,7850,60,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2
"410",431,2,1,56,2,1,1,3,14,1,1,1,0,1,0,0,0,0,0,1,16.25,2,1,44,1,1,5866,30,6,5,0,1,0,0,0,0,0,0,0,0,0,1,3
"411",432,2,1,29,1,1,1,4,14,1,1,0,0,0,0,0,0,0,1,1,16,2,1,48.05,2,2,4500,15,2,5,0,0,0,0,0,0,1,0,0,0,0,1,3
"412",433,2,1,64,2,1,1,4,14,1,1,1,0,0,0,0,1,0,0,1,16.25,2,1,44,1,5,1300,40,7,1,0,0,0,0,1,0,0,1,0,0,0,0,4
"413",434,2,1,67,2,1,1,4,14,1,1,2,0,0,1,0,0,0,0,1,16.25,2,1,45,1,1,5866,30,9,5,0,0,1,0,0,0,0,0,0,0,0,1,3
"414",436,2,1,28,1,1,1,4,20,8,1,1,0,0,0,0,0,1,0,1,16.25,2,3,37,1,3,7000,40,6,4,0,0,0,0,0,1,0,0,0,0,1,0,2
"415",437,2,4,22,2,1,1,8,0,3,2,0,1,0,0,0,0,0,0,3,13.33,2,1,30,1,1,7850,40,8,4,1,0,0,0,0,0,0,0,0,0,1,0,6
"416",438,2,1,25,2,1,3,99,0,3,2,1,0,1,0,0,0,0,0,1,16.25,2,1,37,1,1,7850,90,8,1,0,1,0,0,0,0,0,1,0,0,0,0,3
"417",439,2,1,21,1,2,4,99,2,8,2,4,0,0,1,0,0,0,0,1,16.5,2,1,52,1,2,20000,40,8,5,0,0,1,0,0,0,0,0,0,0,0,1,3
"418",440,2,1,22,2,1,4,8,4,1,2,3,1,0,0,0,0,0,0,1,12.5,2,1,30,1,5,3000,10,8,4,1,0,0,0,0,0,0,0,0,0,1,0,6
"419",441,2,4,27,1,1,1,3,2,3,2,0,0,1,0,0,0,0,0,2,12.67,2,1,40,1,1,7850,30,6,4,0,1,0,0,0,0,0,0,0,0,1,0,2
"420",442,2,3,26,2,1,2,6,3,6,2,2,1,0,0,0,0,0,0,3,11,1,1,50,1,6,23000,180,12,5,1,0,0,0,0,0,0,0,0,0,0,1,2
"421",443,2,1,26,2,3,3,7,0,1,2,0,0,0,1,0,0,0,0,2,9,1,1,60,1,3,1150,40,8,1,0,0,1,0,0,0,0,1,0,0,0,0,5
"422",444,2,1,21,2,1,1,4,20,5,1,1,0,0,1,0,0,0,0,2,16.5,2,1,60,1,5,2000,50,8,1,0,0,1,0,0,0,0,1,0,0,0,0,3
"423",445,2,1,21,2,1,1,5,0,5,2,0,0,1,0,0,0,0,0,1,12.5,2,1,48.05,1,3,1150,305,8,3,0,1,0,0,0,0,0,0,0,1,0,0,4
"424",446,2,4,24,2,1,1,10,0,3,2,0,0,1,0,0,0,0,0,1,9.42,1,1,55.25,1,6,6000,60,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
"425",447,2,1,28,2,2,2,4,1,1,2,6,0,1,0,0,0,0,0,1,16.25,2,2,50,2,3,1200,20,1,5,0,1,0,0,0,0,0,0,0,0,0,1,4
"426",448,2,1,28,1,1,3,180,0,1,2,0,0,1,0,0,0,0,0,1,16.25,2,1,48.05,1,5,5866,40,8,4,0,1,0,0,0,0,0,0,0,0,1,0,3
"427",449,2,1,28,2,2,4,365,2,8,2,2,0,1,0,0,0,0,0,1,16.5,2,1,52,1,2,20000,40,3,4,0,1,0,0,0,0,0,0,0,0,1,0,2
"428",451,2,1,28,1,2,1,4,5,3,1,1,0,0,0,0,1,0,0,1,9.5,2,1,35,1,2,10000,20,12,1,0,0,0,0,1,0,0,1,0,0,0,0,6
"429",452,2,1,25,1,1,1,5,2,3,2,0,0,1,0,0,0,0,0,2,16.92,2,1,35,1,6,6000,30,8,4,0,1,0,0,0,0,0,0,0,0,1,0,1
"430",453,2,3,25,2,1,1,3,3,1,2,0,0,0,0,0,0,1,0,3,11,1,1,40,1,5,1350,60,2,4,0,0,0,0,0,1,0,0,0,0,1,0,5
"431",454,2,4,29,2,2,1,3,3,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,2,8,20314,180,2,5,0,1,0,0,0,0,0,0,0,0,0,1,1
"432",455,2,4,29,2,2,2,3,3,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,2,8,20314,180,2,4,0,1,0,0,0,0,0,0,0,0,1,0,1
"433",456,2,1,37,1,2,1,3,1,8,2,1,0,1,0,0,0,0,0,2,16.92,2,1,42,1,5,20314,60,8,4,0,1,0,0,0,0,0,0,0,0,1,0,1
"434",457,2,4,35,2,2,1,4,2,8,2,0,0,1,0,0,0,0,0,1,19.75,3,1,55.25,2,2,20314,10,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3
"435",458,2,4,38,1,1,1,5,1,1,2,0,0,0,1,0,0,0,0,2,15,2,1,40,1,5,5866,30,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2
"436",459,2,4,35,1,3,2,2,1,8,2,0,0,0,1,0,0,0,0,2,19,3,1,40,1,2,20314,120,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"437",460,2,4,42,1,3,2,1,1,8,2,0,0,0,1,0,0,0,0,2,20,3,1,40,1,2,20314,50,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3
"438",461,2,4,40,1,3,2,7,1,8,2,1,0,0,1,0,0,0,0,2,19.25,3,1,50,1,2,20314,50,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"439",462,2,2,47,1,3,2,3,1,8,2,0,0,0,1,0,0,0,0,2,20,3,1,36.22,1,2,20314,40,2,3,0,0,1,0,0,0,0,0,0,1,0,0,7
"440",463,2,2,40,1,3,1,2,1,8,2,0,0,0,1,0,0,0,0,2,20,3,1,36.22,1,6,20314,60,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3
"441",464,2,2,40,2,3,1,3,1,8,2,3,0,0,0,1,0,0,0,2,20.02,3,1,36.22,1,5,20314,40,2,4,0,0,0,1,0,0,0,0,0,0,1,0,2
"442",465,2,1,47,1,3,1,5,1,8,2,0,0,0,1,0,0,0,0,2,16.92,2,1,33.48,2,8,20314,180,11,4,0,0,1,0,0,0,0,0,0,0,1,0,1
"443",466,2,4,51,2,3,2,365,2,1,2,6,0,0,1,0,0,0,0,2,15,2,1,40,1,5,5866,15,1,5,0,0,1,0,0,0,0,0,0,0,0,1,4
"444",467,2,4,52,1,1,1,365,1,8,1,5,0,0,1,0,0,0,0,2,16.67,2,1,45,1,1,20314,15,1,5,0,0,1,0,0,0,0,0,0,0,0,1,5
"445",468,2,1,59,2,1,1,4,6,1,1,0,0,1,0,0,0,0,0,1,16,2,1,60,2,2,5866,10,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
"446",469,2,1,58,2,1,1,3,6,1,1,2,0,1,0,0,0,0,0,1,15.94,2,1,60,2,2,5866,10,11,5,0,1,0,0,0,0,0,0,0,0,0,1,2
"447",470,2,4,59,1,1,1,8,1,2,2,1,0,1,0,0,0,0,0,4,19.25,3,1,50,2,2,4850,10,4,1,0,1,0,0,0,0,0,1,0,0,0,0,3
"448",471,2,1,64,2,1,1,5,13,3,1,1,0,1,0,0,0,0,0,1,15.94,2,1,48.05,1,1,7850,64,9,5,0,1,0,0,0,0,0,0,0,0,0,1,4
"449",473,2,1,67,2,1,1,10,7,1,1,0,0,1,0,0,0,0,0,1,16,2,1,60,2,2,5866,10,9,5,0,1,0,0,0,0,0,0,0,0,0,1,2
"450",474,2,2,64,2,1,1,2,1,3,2,0,0,0,1,0,0,0,0,2,20,3,1,45,1,5,7850,120,10,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"451",476,2,4,21,2,3,1,6,2,8,2,2,0,1,0,0,0,0,0,2,20.08,3,1,45.21,1,5,20314,40,8,4,0,1,0,0,0,0,0,0,0,0,1,0,4
"452",477,2,4,32,2,3,1,4,1,8,2,0,0,0,1,0,0,0,0,2,20,3,1,45,1,2,20314,45,2,4,0,0,1,0,0,0,0,0,0,0,1,0,2
"453",478,2,4,30,2,3,2,3,1,8,2,3,0,1,0,0,0,0,0,2,20,3,1,45.21,1,1,20314,60,5,3,0,1,0,0,0,0,0,0,0,1,0,0,3
"454",479,2,4,42,2,3,1,5,2,8,2,7,0,1,0,0,0,0,0,2,20,3,1,45.21,1,5,20314,40,7,4,0,1,0,0,0,0,0,0,0,0,1,0,4
"455",480,2,4,43,2,3,1,5,2,8,2,1,0,1,0,0,0,0,0,2,20,3,1,45.21,1,5,20314,40,9,2,0,1,0,0,0,0,0,0,1,0,0,0,4
"456",481,2,4,55,1,1,2,6,1,1,2,2,0,1,0,0,0,0,0,1,19.75,3,1,55.25,1,5,5866,30,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3
"457",482,2,2,59,2,1,2,4,2,1,2,2,1,0,0,0,0,0,0,2,20,3,1,36.22,1,5,3000,30,9,2,1,0,0,0,0,0,0,0,1,0,0,0,3
"458",483,2,2,64,2,1,1,4,2,1,2,1,0,0,1,0,0,0,0,2,20,3,1,36.22,1,5,5866,40,9,4,0,0,1,0,0,0,0,0,0,0,1,0,5
"459",484,2,4,39,1,1,4,8,3,8,2,10,0,1,0,0,0,0,0,1,19.75,3,1,62,1,1,20314,45,12,5,0,1,0,0,0,0,0,0,0,0,0,1,1
"460",485,2,4,37,2,1,4,8,3,8,2,6,0,1,0,0,0,0,0,1,19.75,3,1,25,1,1,20314,45,5,5,0,1,0,0,0,0,0,0,0,0,0,1,5
"461",486,2,1,63,1,5,2,28,1,8,2,3,0,1,0,0,0,0,0,2,19,3,1,33.48,2,5,20314,30,2,3,0,1,0,0,0,0,0,0,0,1,0,0,7
"462",487,2,4,61,1,3,2,2,4,8,2,15,0,0,0,1,0,0,0,2,19.25,3,2,17,1,2,30000,40,1,2,0,0,0,1,0,0,0,0,1,0,0,0,7
"463",488,2,1,48,2,1,1,2,3,1,2,3,0,0,0,1,0,0,0,2,16.92,2,2,70,1,1,5866,40,9,4,0,0,0,1,0,0,0,0,0,0,1,0,7
