,ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination,Destination,FlightNo,DepartureHr,DepartureMn,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income
323,324,2,3,29.0,2.0,1,2,4,3,1,2,1,5,2,7c1482,14,30,2,1.0,24.0,1,3,1500.0,40.0,5,1.0
324,325,2,1,45.0,1.0,3,2,3,0,3,2,3,5,2,ke2727,16,55,2,1.0,25.0,2,4,2000.0,30.0,5,5.0
325,326,2,1,61.0,2.0,1,1,5,20,6,1,2,3,2,KE2709,16,30,2,2.0,60.0,1,2,23000.0,40.0,9,1.0
326,327,2,1,19.0,1.0,1,4,3,1,1,2,2,1,2,ke2709,16,30,2,1.0,40.0,1,1,2000.0,90.0,8,3.0
327,328,2,1,33.0,1.0,1,2,2,2,1,2,1,2,1,ke2815,16,15,2,1.0,60.0,1,1,10000.0,50.0,1,5.0
328,329,2,1,46.0,1.0,1,2,9,2,3,2,15,2,1,ke2815,16,15,2,2.0,100.0,1,1,6000.0,30.0,1,6.0
329,330,2,1,23.0,2.0,1,3,99,0,1,2,2,2,2,KE2709,16,30,2,1.0,45.0,1,6,10000.0,60.0,8,4.0
330,331,2,4,35.0,1.0,3,3,30,0,8,2,15,6,2,JL94,7,15,3,1.0,200.0,1,6,10000.0,180.0,8,1.0
331,332,2,2,42.0,1.0,1,1,3,10,1,2,1,3,2,NotRespond,17,0,2,1.0,40.0,1,1,10000.0,60.0,2,2.0
332,333,2,1,52.0,2.0,1,1,5,2,3,2,1,3,2,ke2727,16,55,2,1.0,20.0,1,5,2000.0,60.0,9,3.0
333,334,2,1,35.0,2.0,1,1,5,2,1,2,2,3,2,ke2711,18,44,3,1.0,20.0,1,5,1500.0,90.0,8,2.0
334,335,2,4,24.0,2.0,2,1,5,4,8,2,1,3,1,KE5899,19,45,3,3.0,44.0,1,5,3000.0,30.0,2,2.0
335,336,2,2,34.0,2.0,1,1,5,2,8,2,2,3,2,OZ1145,17,50,2,1.0,30.0,1,1,20000.0,40.0,10,3.0
336,337,2,4,27.0,1.0,3,2,3,0,8,2,20,3,2,JL92,12,0,3,1.0,40.0,1,2,10000.0,30.0,12,2.0
337,338,2,4,55.0,2.0,3,1,3,2,8,2,2,3,2,NH1166,20,5,3,1.0,40.0,1,5,2000.0,30.0,9,2.0
338,339,2,2,45.0,2.0,1,1,21,0,3,2,3,3,2,OZ1085,20,1,3,1.0,50.0,2,6,20000.0,150.0,9,1.0
339,340,2,1,59.0,2.0,1,1,3,4,3,2,1,2,1,KE5899,19,45,3,1.0,44.0,1,5,2000.0,40.0,9,4.0
340,341,2,4,22.0,1.0,1,1,5,0,1,2,0,2,2,JL94,19,15,3,1.0,33.0,1,8,4000.0,40.0,8,3.0
341,342,2,2,43.0,1.0,3,2,7,0,8,2,10,3,2,NotRespond,20,0,3,1.0,18.0,2,8,50000.0,120.0,12,2.0
342,343,2,4,39.0,2.0,2,2,1,1,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,1,2,20300.0,50.0,2,2.0
343,344,2,2,21.0,2.0,4,1,4,1,8,2,0,6,2,OZ1085,20,1,3,1.0,50.0,1,2,20300.0,40.0,11,1.0
344,345,2,4,20.0,2.0,3,1,3,2,8,2,0,3,2,NH6984,20,20,3,1.0,40.0,2,5,1300.0,20.0,8,1.0
345,346,2,4,22.0,2.0,3,1,3,2,8,2,0,1,2,NH6984,20,20,3,1.0,40.0,2,5,1300.0,20.0,8,1.0
346,347,2,4,23.0,1.0,1,1,365,1,1,2,1,3,2,jl974,15,56,2,1.0,45.0,2,3,1200.0,10.0,8,1.0
347,348,2,4,21.0,2.0,1,1,4,1,3,2,0,3,2,NH1164,16,15,2,1.0,45.0,1,5,2000.0,40.0,8,1.0
348,349,2,4,26.0,2.0,2,1,6,4,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,1,8,25000.0,120.0,2,1.0
349,350,2,4,25.0,2.0,2,3,3,0,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,1,8,25000.0,180.0,2,1.0
350,351,2,1,62.0,1.0,1,1,4,1,1,2,2,3,2,ke5727,16,0,2,1.0,30.0,1,1,10000.0,30.0,11,4.0
351,352,2,1,68.0,2.0,1,1,4,13,3,1,0,1,1,ke2815,16,15,2,1.0,48.5,1,1,6000.0,120.0,9,2.0
352,353,2,1,62.0,2.0,1,1,44,2,3,2,0,2,1,ke2815,16,15,2,1.0,48.5,1,5,2000.0,40.0,7,2.0
353,354,2,1,60.0,2.0,1,1,4,2,3,2,0,3,2,ke5727,16,0,2,1.0,60.0,1,6,6000.0,40.0,9,1.0
354,355,2,1,65.0,1.0,1,1,4,2,3,2,0,3,2,ke5727,16,0,2,1.0,60.0,1,6,6000.0,40.0,10,2.0
355,356,2,1,70.0,1.0,1,1,4,10,6,1,0,3,1,KE2815,16,15,2,1.0,45.45,1,1,23000.0,120.0,10,1.0
356,357,2,4,67.0,2.0,1,1,4,2,1,2,2,3,1,CZ318,12,30,2,1.0,120.0,1,5,1500.0,15.0,9,2.0
357,358,2,4,67.0,1.0,1,4,30,0,1,2,3,3,2,NH1162,12,40,2,1.0,40.0,1,6,2000.0,60.0,10,3.0
358,359,2,2,70.0,1.0,1,1,4,6,4,2,1,6,1,OZ3615,15,30,2,1.0,42.0,1,2,11500.0,120.0,12,2.0
359,360,2,1,50.0,1.0,1,2,2,1,1,2,5,2,2,KE5707,12,5,2,1.0,46.5,1,5,1500.0,40.0,2,4.0
360,361,2,1,51.0,1.0,1,2,1,0,3,2,30,3,2,KE2707,9,4,1,1.0,65.0,2,2,7000.0,20.0,2,6.0
361,362,2,4,56.0,2.0,1,1,5,2,3,2,0,1,2,NH1162,12,15,2,1.0,32.5,1,6,8000.0,50.0,9,3.0
362,363,2,4,58.0,2.0,1,1,5,1,3,2,0,3,2,7C1482,14,30,2,1.0,23.0,2,6,20000.0,150.0,9,4.0
363,364,2,4,55.0,2.0,1,1,5,2,3,2,0,7,2,NH1162,12,30,2,1.0,32.5,2,1,6000.0,20.0,9,4.0
364,365,2,4,55.0,1.0,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1.0,50.0,1,2,15000.0,30.0,3,4.0
365,366,2,4,51.0,1.0,1,2,7,1,1,2,4,2,1,NotRespond,17,20,2,1.0,40.0,1,6,6000.0,60.0,2,5.0
366,367,2,3,53.0,2.0,1,1,4,4,5,2,1,6,3,TW7607,11,10,1,3.0,60.0,3,8,40000.0,180.0,9,1.0
367,368,2,2,53.0,1.0,1,2,5,2,3,2,2,3,2,OZ9128,7,45,1,1.0,40.0,1,6,6000.0,40.0,2,2.0
368,369,2,2,59.0,1.0,1,1,3,5,3,2,0,3,2,OZ9102,12,30,2,1.0,50.0,1,5,70.0,10.0,2,3.0
369,370,2,1,60.0,2.0,1,1,7,1,1,2,2,"3,4",2,KE2725,8,55,1,1.0,100.0,1,6,6000.0,30.0,10,5.0
370,371,2,4,61.0,2.0,1,1,3,0,3,2,3,1,2,NH1162,12,40,2,1.0,40.0,1,6,10000.0,40.0,9,2.0
371,372,2,2,62.0,2.0,1,1,4,6,4,2,1,2,1,OZ3615,15,30,2,1.0,42.0,2,2,10000.0,20.0,11,4.0
372,373,2,4,62.0,2.0,1,1,4,6,1,1,2,2,1,CZ318,12,30,2,1.0,120.0,1,5,1500.0,20.0,9,2.0
373,374,2,4,66.0,1.0,3,1,4,1,8,2,1,3,2,NH1164,16,15,2,1.0,77.0,2,5,1300.0,20.0,3,2.0
374,375,2,1,66.0,2.0,1,1,4,13,3,1,1,1,1,KE2815,16,15,2,1.0,45.45,1,11,6000.0,120.0,9,2.0
375,376,2,1,60.0,1.0,1,2,4,2,1,2,1,3,2,KE5707,12,5,2,1.0,40.0,1,3,7000.0,60.0,3,3.0
376,377,2,3,43.0,2.0,1,1,3,7,2,1,0,7,3,TW7667,10,30,1,1.0,39.5,2,5,1250.0,50.0,12,1.0
377,378,2,1,46.0,2.0,1,1,4,3,1,2,2,3,2,NH1164,16,15,2,1.0,40.0,1,9,4000.0,90.0,9,2.0
378,379,2,4,43.0,1.0,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1.0,40.0,2,2,4000.0,15.0,2,4.0
379,380,2,4,45.0,2.0,1,2,2,2,1,2,0,5,2,NH1164,16,15,2,1.0,38.0,2,2,3500.0,10.0,9,4.0
380,381,2,4,44.0,1.0,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1.0,40.0,2,5,1500.0,10.0,1,5.0
381,382,2,3,49.0,2.0,1,1,4,4,3,2,0,5,3,TW7667,11,10,1,3.0,60.0,2,2,2200.0,20.0,9,1.0
382,383,2,2,43.0,1.0,3,2,365,0,8,2,2,3,2,OZ9128,7,45,2,1.0,40.0,1,10,98000.0,40.0,2,2.0
383,384,2,2,43.0,1.0,2,3,365,0,8,2,10,3,2,OZ1145,17,50,2,1.0,33.0,1,5,2000.0,50.0,5,4.0
384,385,2,4,41.0,1.0,1,2,7,1,8,2,5,2,1,NotRespond,17,0,2,1.0,33.0,1,6,6000.0,55.0,2,4.0
385,386,2,1,46.0,1.0,1,1,4,10,6,1,0,2,1,KE2815,16,15,2,1.0,45.45,1,1,23000.0,120.0,2,3.0
386,387,2,1,53.0,1.0,1,1,7,5,1,2,0,2,2,KE5707,12,0,2,1.0,40.0,1,1,10000.0,40.0,2,4.0
387,388,2,1,53.0,2.0,1,1,4,2,3,1,1,2,1,KE2851,9,30,1,1.0,35.0,1,2,10000.0,25.0,7,4.0
388,389,2,1,57.0,1.0,1,2,2,3,1,2,4,2,1,KE2815,16,15,2,2.0,50.0,1,1,10000.0,60.0,1,5.0
389,390,2,4,59.0,1.0,1,1,3,0,3,2,3,2,2,NH1162,12,40,2,2.0,5.0,1,5,3000.0,120.0,11,2.0
390,391,2,1,56.0,1.0,1,4,6,1,1,2,2,3,2,KE2709,16,30,2,1.0,37.5,1,5,1150.0,30.0,10,2.0
391,392,2,4,32.0,1.0,1,1,3,1,1,2,2,3,2,KE2709,16,30,2,1.0,30.0,1,2,7000.0,20.0,3,2.0
392,393,2,1,33.0,1.0,2,2,7,1,3,2,15,2,1,KE2815,16,15,2,1.0,45.45,2,2,6000.0,20.0,1,5.0
393,394,2,3,38.0,2.0,1,1,3,4,7,1,0,1,3,ZE9887,11,15,1,1.0,50.0,1,4,15700.0,90.0,5,2.0
394,395,2,3,37.0,2.0,1,1,3,4,7,1,1,1,3,ZE9887,11,15,1,1.0,50.0,1,6,15700.0,90.0,7,2.0
395,396,2,3,30.0,2.0,1,1,3,2,2,1,3,6,3,TW7667,11,0,1,1.0,64.0,2,3,10000.0,5.0,4,3.0
396,397,2,4,33.0,2.0,1,1,10,0,1,2,1,3,4,JL974,15,56,2,1.0,89.0,1,5,1150.0,50.0,2,1.0
397,398,2,4,31.0,1.0,1,1,8,1,1,2,2,1,1,CZ318,12,30,2,1.0,120.0,1,1,12000.0,25.0,2,2.0
398,399,2,3,30.0,2.0,1,1,4,1,1,2,4,2,3,TW7667,11,0,4,1.0,34.0,1,2,12000.0,30.0,2,1.0
399,400,2,4,48.0,2.0,1,1,4,2,3,2,3,3,2,NH1164,16,15,2,1.0,40.0,1,5,2000.0,25.0,9,2.0
400,401,2,4,46.0,2.0,1,2,1,2,3,2,2,3,2,NH1162,12,40,2,1.0,40.0,1,1,6000.0,60.0,3,3.0
401,402,2,1,43.0,2.0,1,1,4,3,3,2,2,3,2,KE2727,16,55,2,1.0,40.0,1,1,6000.0,90.0,11,3.0
402,403,2,3,40.0,2.0,1,1,3,7,2,1,1,2,3,TW7667,11,0,1,1.0,39.5,2,1,10000.0,30.0,2,2.0
403,404,2,3,46.0,2.0,1,1,3,7,2,1,0,7,3,TW7667,11,0,1,1.0,39.5,2,1,10000.0,30.0,2,2.0
404,405,2,2,42.0,2.0,1,1,4,3,3,1,1,6,1,OZ3315,8,50,1,1.0,44.0,1,1,6000.0,60.0,9,3.0
405,406,2,1,42.0,2.0,1,1,4,7,1,1,0,1,1,KE2851,9,30,1,1.0,42.5,1,1,10000.0,20.0,9,6.0
406,407,2,1,43.0,2.0,1,4,7,2,1,2,3,2,2,NotRespond,0,0,1,1.0,40.0,1,6,10000.0,60.0,9,3.0
407,408,2,4,43.0,2.0,1,2,3,4,3,2,5,3,2,JL974,15,56,2,2.0,41.0,1,5,1100.0,20.0,1,4.0
408,409,2,3,25.0,2.0,1,1,3,3,3,2,0,6,3,TW7667,11,0,1,1.0,40.0,1,6,4000.0,40.0,2,4.0
409,410,2,4,28.0,2.0,1,1,8,1,1,2,1,6,1,CA318,12,30,2,1.0,120.0,1,1,20000.0,40.0,2,5.0
410,411,2,4,26.0,1.0,1,3,140,0,1,2,1,2,1,CA138,9,40,1,1.0,52.0,1,1,10000.0,45.0,8,3.0
411,412,2,4,20.0,1.0,1,2,90,2,3,2,3,4,1,CA318,12,30,2,1.0,44.0,2,4,15000.0,60.0,12,3.0
412,413,2,3,31.0,1.0,1,1,3,4,1,2,3,6,3,TW7667,11,0,1,1.0,39.0,1,5,1550.0,60.0,2,3.0
413,414,2,3,33.0,2.0,1,1,3,4,1,2,2,6,3,TW7667,11,0,1,1.0,40.0,1,5,1550.0,60.0,2,3.0
414,415,2,3,33.0,1.0,1,1,3,4,8,2,2,2,3,TW7667,11,0,1,1.0,39.0,1,3,1100.0,50.0,2,2.0
415,416,2,3,39.0,2.0,1,1,3,7,2,1,0,5,3,TW7667,11,0,1,1.0,39.5,2,1,10000.0,20.0,5,1.0
416,417,2,4,30.0,2.0,3,1,3,2,3,2,0,3,2,NH1162,12,40,2,1.0,40.0,1,1,6000.0,30.0,2,2.0
417,418,2,4,38.0,1.0,1,2,3,1,1,2,3,3,2,JL974,15,56,2,1.0,41.0,1,5,1500.0,40.0,2,2.0
418,419,2,2,35.0,2.0,1,1,4,6,4,1,1,6,1,OZ3615,15,30,2,1.0,42.0,2,2,10000.0,20.0,12,2.0
419,420,2,4,37.0,2.0,3,4,99,0,8,2,2,3,2,JL974,15,56,2,1.0,42.0,1,1,20000.0,40.0,9,3.0
420,421,2,4,30.0,2.0,1,4,14,0,1,2,3,1,2,7C1482,14,30,2,2.0,42.0,1,1,10000.0,70.0,2,3.0
421,422,2,4,32.0,2.0,2,2,5,1,1,2,8,2,1,CA5040,8,40,1,2.0,44.0,1,6,4000.0,20.0,1,6.0
422,423,2,2,35.0,1.0,1,4,6,0,4,1,1,1,1,OZ3615,15,30,2,1.0,42.0,2,2,10000.0,20.0,12,2.0
423,424,2,1,35.0,2.0,1,1,4,1,1,2,2,3,2,KE5727,16,55,2,1.0,30.0,1,1,10000.0,30.0,4,4.0
424,425,2,1,34.0,1.0,3,2,3,2,1,2,3,1,2,KE5727,16,55,2,1.0,30.0,1,2,15000.0,30.0,5,4.0
425,426,2,1,39.0,1.0,3,2,3,2,1,2,6,"3,4",2,KE5727,16,55,2,1.0,30.0,1,1,10000.0,60.0,5,5.0
426,427,2,4,50.0,1.0,2,1,4,3,8,2,7,3,1,NotRespond,19,0,3,1.0,20.0,1,6,7000.0,50.0,1,6.0
427,428,2,4,23.0,2.0,2,1,4,3,8,2,2,3,1,NotRespond,19,0,3,1.0,20.0,1,6,7000.0,50.0,8,6.0
428,429,2,2,40.0,1.0,1,2,7,2,3,2,10,3,2,OZ1045,15,30,2,1.0,70.0,1,1,6000.0,60.0,2,2.0
429,430,2,2,42.0,1.0,1,2,7,2,3,2,10,3,2,OZ1045,15,30,2,2.0,70.0,1,1,6000.0,60.0,2,2.0
430,431,2,1,56.0,2.0,1,1,3,14,1,1,1,2,1,KE2815,16,15,2,1.0,44.0,1,1,10000.0,30.0,6,3.0
431,432,2,1,29.0,1.0,1,1,4,14,1,1,0,7,1,KE2815,16,15,2,1.0,45.45,2,2,4500.0,15.0,2,3.0
432,433,2,1,64.0,2.0,1,1,4,14,1,1,1,5,1,KE2815,16,15,2,1.0,44.0,1,5,1300.0,40.0,7,4.0
433,434,2,1,67.0,2.0,1,1,4,14,1,1,2,3,1,KE2815,16,15,2,1.0,45.0,1,1,10000.0,30.0,9,3.0
434,435,2,1,59.0,2.0,1,1,4,14,1,1,1,5,1,KE2815,16,15,2,1.0,44.0,2,1,10000.0,5.0,9,2.0
435,436,2,1,28.0,1.0,1,1,4,20,8,1,1,6,1,KE2815,16,15,2,3.0,37.0,1,3,7000.0,40.0,6,2.0
436,437,2,4,22.0,2.0,1,1,8,0,3,2,0,1,3,BR155,13,50,2,1.0,30.0,1,1,6000.0,40.0,8,6.0
437,438,2,1,25.0,2.0,1,3,99,0,3,2,1,2,1,KE2815,16,15,2,1.0,37.0,1,1,6000.0,90.0,8,3.0
438,439,2,1,21.0,1.0,2,4,99,2,8,2,4,3,1,KE2815,16,15,2,1.0,52.0,1,2,20000.0,40.0,8,5.0
439,440,2,1,22.0,2.0,1,4,8,4,1,2,3,1,1,KE5801,12,30,2,1.0,30.0,1,5,3000.0,10.0,8,6.0
440,441,2,4,27.0,1.0,1,1,3,2,3,2,0,2,2,NH1162,12,40,2,1.0,40.0,1,1,6000.0,30.0,6,2.0
441,442,2,3,26.0,2.0,1,2,6,3,6,2,2,1,3,TW7667,11,0,1,1.0,50.0,1,6,23000.0,180.0,12,2.0
442,443,2,1,26.0,2.0,3,3,7,0,1,2,0,3,2,KE2707,9,4,1,1.0,60.0,1,3,1150.0,40.0,8,5.0
443,444,2,1,21.0,2.0,1,1,4,20,5,1,1,3,2,KE2815,16,15,2,1.0,60.0,1,5,2000.0,50.0,8,3.0
444,445,2,1,21.0,2.0,1,1,5,0,5,2,0,2,1,KE5801,12,30,2,1.0,30.0,1,3,1150.0,115.0,8,4.0
445,446,2,4,24.0,2.0,1,1,10,0,3,2,0,2,1,CA138,9,25,1,1.0,31.5,1,6,6000.0,60.0,8,3.0
446,447,2,1,28.0,2.0,2,2,4,1,1,2,6,2,1,KE2815,16,15,2,2.0,50.0,2,3,1200.0,20.0,1,4.0
447,448,2,1,28.0,1.0,1,3,180,0,1,2,0,2,1,KE2815,16,15,2,1.0,45.45,1,5,1500.0,40.0,8,3.0
448,449,2,1,28.0,2.0,2,4,365,2,8,2,2,2,1,KE2815,16,15,2,1.0,52.0,1,2,20000.0,40.0,3,2.0
449,450,2,4,28.0,1.0,1,2,7,2,3,2,2,3,2,JL92,12,0,2,1.0,40.0,1,3,1000.0,20.0,2,2.0
450,451,2,1,28.0,1.0,2,1,4,5,3,1,1,5,1,KE2815,9,30,2,1.0,35.0,1,2,10000.0,20.0,12,6.0
451,452,2,1,25.0,1.0,1,1,5,2,3,2,0,2,2,KE2727,16,55,2,1.0,35.0,1,6,6000.0,30.0,8,1.0
452,453,2,3,25.0,2.0,1,1,3,3,1,2,0,6,3,TW7667,11,0,1,1.0,40.0,1,5,1350.0,60.0,2,5.0
453,454,2,4,29.0,2.0,2,1,3,3,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,2,8,50000.0,180.0,2,1.0
454,455,2,4,29.0,2.0,2,2,3,3,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,2,8,50000.0,180.0,2,1.0
455,456,2,1,37.0,1.0,2,1,3,1,8,2,1,2,2,KE2727,16,55,2,1.0,42.0,1,5,2000.0,60.0,8,1.0
456,457,2,4,35.0,2.0,2,1,4,2,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,2,2,20300.0,10.0,2,3.0
457,458,2,4,38.0,1.0,1,1,5,1,1,2,0,3,2,JL974,15,56,2,1.0,40.0,1,5,1500.0,30.0,2,2.0
458,459,2,4,35.0,1.0,3,2,2,1,8,2,0,3,2,JL94,19,15,3,1.0,40.0,1,2,20300.0,120.0,2,2.0
459,460,2,4,42.0,1.0,3,2,1,1,8,2,0,3,2,NH6984,20,20,3,1.0,40.0,1,2,20300.0,50.0,2,3.0
460,461,2,4,40.0,1.0,3,2,7,1,8,2,1,3,2,JL94,19,15,3,1.0,50.0,1,2,20300.0,50.0,2,4.0
461,462,2,2,47.0,1.0,3,2,3,1,8,2,0,3,2,OZ1085,20,1,3,1.0,50.0,1,2,20300.0,40.0,2,7.0
462,463,2,2,40.0,1.0,3,1,2,1,8,2,0,3,2,OZ1085,20,1,3,1.0,50.0,1,6,8000.0,60.0,2,3.0
463,464,2,2,40.0,2.0,3,1,3,1,8,2,3,4,2,OZ1085,20,1,3,1.0,50.0,1,5,2000.0,40.0,2,4.0
464,465,2,1,47.0,1.0,3,1,5,1,8,2,0,3,2,KE2727,16,55,2,1.0,40.0,2,8,50000.0,180.0,11,1.0
465,466,2,4,51.0,2.0,3,2,365,2,1,2,6,3,2,JL974,15,56,2,1.0,40.0,1,5,1500.0,15.0,1,4.0
466,467,2,4,52.0,1.0,1,1,365,1,8,1,5,3,2,NotRespond,0,0,2,1.0,45.0,1,1,20000.0,15.0,1,5.0
467,468,2,1,59.0,2.0,1,1,4,6,1,1,0,2,1,KE2815,16,15,2,1.0,60.0,2,2,4000.0,10.0,12,2.0
468,469,2,1,58.0,2.0,1,1,3,6,1,1,2,2,1,NotRespond,0,0,2,1.0,60.0,2,2,4000.0,10.0,11,2.0
469,470,2,4,59.0,1.0,1,1,8,1,2,2,1,2,4,NotRespond,19,15,3,1.0,40.0,2,2,3300.0,10.0,4,3.0
470,471,2,1,64.0,2.0,1,1,5,13,3,1,1,2,1,NotRespond,0,0,2,1.0,40.0,1,1,6000.0,60.0,9,4.0
471,472,2,1,64.0,2.0,1,1,4,13,3,1,0,2,NotRespond,KE2815,16,15,2,1.0,45.45,1,4,15000.0,60.0,9,4.0
472,473,2,1,67.0,2.0,1,1,10,7,1,1,0,2,1,KE2815,16,15,2,1.0,60.0,2,2,4000.0,10.0,9,2.0
473,474,2,2,64.0,2.0,1,1,2,1,3,2,0,3,2,OZ1085,20,1,3,1.0,45.0,1,5,2000.0,120.0,10,2.0
474,475,2,2,69.0,2.0,1,2,365,0,1,2,10,6,2,OZ1085,20,1,3,1.0,50.0,1,5,1500.0,45.0,12,1.0
475,476,2,4,21.0,2.0,3,1,6,2,8,2,2,2,2,NH1166,20,5,3,1.0,40.0,1,5,2000.0,40.0,8,4.0
476,477,2,4,32.0,2.0,3,1,4,1,8,2,0,3,2,NH6984,20,20,3,1.0,45.0,1,2,20300.0,45.0,2,2.0
477,478,2,4,30.0,2.0,3,2,3,1,8,2,3,2,2,NH6984,20,20,3,1.0,40.0,1,1,20000.0,60.0,5,3.0
478,479,2,4,42.0,2.0,3,1,5,2,8,2,7,2,2,NH6984,20,20,3,1.0,40.0,1,5,2000.0,40.0,7,4.0
479,480,2,4,43.0,2.0,3,1,5,2,8,2,1,2,2,NH6984,20,20,3,1.0,40.0,1,5,2000.0,40.0,9,4.0
480,481,2,4,55.0,1.0,1,2,6,1,1,2,2,2,1,MU9824,19,45,3,1.0,40.0,1,5,1500.0,30.0,2,3.0
481,482,2,2,59.0,2.0,1,2,4,2,1,2,2,1,2,OZ1085,20,1,3,1.0,50.0,1,5,3000.0,30.0,9,3.0
482,483,2,2,64.0,2.0,1,1,4,2,1,2,1,3,2,OZ1085,20,1,3,1.0,50.0,1,5,1500.0,40.0,9,5.0
483,484,2,4,39.0,1.0,1,4,8,3,8,2,10,2,1,MU9824,19,45,3,1.0,62.0,1,1,20000.0,45.0,12,1.0
484,485,2,4,37.0,2.0,1,4,8,3,8,2,6,2,1,MU9824,19,45,3,1.0,25.0,1,1,20000.0,45.0,5,5.0
485,486,2,1,63.0,1.0,5,2,28,1,8,2,3,2,2,KE2711,18,44,3,1.0,70.0,2,5,1300.0,30.0,2,7.0
486,487,2,4,61.0,1.0,3,2,2,4,8,2,15,4,2,JL94,19,15,3,2.0,17.0,1,2,30000.0,40.0,1,7.0
487,488,2,1,48.0,2.0,1,1,2,3,1,2,3,4,2,ke2727,16,55,2,2.0,70.0,1,1,10000.0,40.0,9,7.0
